,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,#mondaythoughts,http://twitter.com/search?q=%23mondaythoughts,,%23mondaythoughts,,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
1,#MondayMorning,http://twitter.com/search?q=%23MondayMorning,,%23MondayMorning,,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
2,#MondayMotivation,http://twitter.com/search?q=%23MondayMotivation,,%23MondayMotivation,,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
3,Jadeja,http://twitter.com/search?q=Jadeja,,Jadeja,17005.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
4,Jose,http://twitter.com/search?q=Jose,,Jose,126635.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
5,Spurs,http://twitter.com/search?q=Spurs,,Spurs,57668.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
6,#DeleteFacebook,http://twitter.com/search?q=%23DeleteFacebook,,%23DeleteFacebook,14044.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
7,Clippers,http://twitter.com/search?q=Clippers,,Clippers,153112.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
8,#CongressFoundationDay,http://twitter.com/search?q=%23CongressFoundationDay,,%23CongressFoundationDay,,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
9,Rahane,http://twitter.com/search?q=Rahane,,Rahane,59533.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
10,Jaddu,http://twitter.com/search?q=Jaddu,,Jaddu,,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
11,Messi,http://twitter.com/search?q=Messi,,Messi,171304.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
12,Wolves,http://twitter.com/search?q=Wolves,,Wolves,67804.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
13,भारतीय राष्ट्रीय कांग्रेस,http://twitter.com/search?q=%22%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4%E0%A5%80%E0%A4%AF+%E0%A4%B0%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%AF+%E0%A4%95%E0%A4%BE%E0%A4%82%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A5%87%E0%A4%B8%22,,%22%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4%E0%A5%80%E0%A4%AF+%E0%A4%B0%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%AF+%E0%A4%95%E0%A4%BE%E0%A4%82%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A5%87%E0%A4%B8%22,,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
14,Liverpool,http://twitter.com/search?q=Liverpool,,Liverpool,112764.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
15,Tottenham,http://twitter.com/search?q=Tottenham,,Tottenham,34267.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
16,Bartomeu,http://twitter.com/search?q=Bartomeu,,Bartomeu,,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
17,Kane,http://twitter.com/search?q=Kane,,Kane,38976.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
18,Italy,http://twitter.com/search?q=Italy,,Italy,69734.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
19,pique,http://twitter.com/search?q=pique,,pique,16852.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
20,Big Sam,http://twitter.com/search?q=%22Big+Sam%22,,%22Big+Sam%22,25957.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
21,Ronaldo,http://twitter.com/search?q=Ronaldo,,Ronaldo,126283.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
22,Tommy,http://twitter.com/search?q=Tommy,,Tommy,84651.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
23,Unnecessary,http://twitter.com/search?q=Unnecessary,,Unnecessary,30748.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
24,Reiner,http://twitter.com/search?q=Reiner,,Reiner,26277.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
25,Stans,http://twitter.com/search?q=Stans,,Stans,77503.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
26,Indian National Congress,http://twitter.com/search?q=%22Indian+National+Congress%22,,%22Indian+National+Congress%22,,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
27,Paine,http://twitter.com/search?q=Paine,,Paine,,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
28,Paxtan,http://twitter.com/search?q=Paxtan,,Paxtan,,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
29,Brandt,http://twitter.com/search?q=Brandt,,Brandt,,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
30,Lyon,http://twitter.com/search?q=Lyon,,Lyon,12202.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
31,Varsha Raut,http://twitter.com/search?q=%22Varsha+Raut%22,,%22Varsha+Raut%22,10366.0,India,IN,2020-12-28T00:48:04Z,2020-12-05T18:16:45Z
