,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,#googledown,http://twitter.com/search?q=%23googledown,,%23googledown,104227.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
1,#YouTubeDOWN,http://twitter.com/search?q=%23YouTubeDOWN,,%23YouTubeDOWN,177023.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
2,#BoycottJioSIM,http://twitter.com/search?q=%23BoycottJioSIM,,%23BoycottJioSIM,,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
3,#farmersrprotest,http://twitter.com/search?q=%23farmersrprotest,,%23farmersrprotest,,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
4,#MegaFreeEyeCampDay3,http://twitter.com/search?q=%23MegaFreeEyeCampDay3,,%23MegaFreeEyeCampDay3,,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
5,Gmail,http://twitter.com/search?q=Gmail,,Gmail,310483.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
6,PARK JIMIN,http://twitter.com/search?q=%22PARK+JIMIN%22,,%22PARK+JIMIN%22,72177.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
7,Retail Democracy Day,http://twitter.com/search?q=%22Retail+Democracy+Day%22,,%22Retail+Democracy+Day%22,,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
8,WISHLIST,http://twitter.com/search?q=WISHLIST,,WISHLIST,25341.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
9,Inspirational Shehnaaz,http://twitter.com/search?q=%22Inspirational+Shehnaaz%22,,%22Inspirational+Shehnaaz%22,80072.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
10,CAA and NRC,http://twitter.com/search?q=%22CAA+and+NRC%22,,%22CAA+and+NRC%22,,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
11,Neymar,http://twitter.com/search?q=Neymar,,Neymar,137245.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
12,Yaad E Murshid,http://twitter.com/search?q=%22Yaad+E+Murshid%22,,%22Yaad+E+Murshid%22,12857.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
13,The Person,http://twitter.com/search?q=%22The+Person%22,,%22The+Person%22,584908.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
14,Incognito,http://twitter.com/search?q=Incognito,,Incognito,26875.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
15,Aham Sharma and Pooja Sharma,http://twitter.com/search?q=%22Aham+Sharma+and+Pooja+Sharma%22,,%22Aham+Sharma+and+Pooja+Sharma%22,13137.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
16,Real Sociedad,http://twitter.com/search?q=%22Real+Sociedad%22,,%22Real+Sociedad%22,21027.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
17,The Hobby,http://twitter.com/search?q=%22The+Hobby%22,,%22The+Hobby%22,14624.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
18,Yahoo,http://twitter.com/search?q=Yahoo,,Yahoo,303957.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
19,IIT Madras,http://twitter.com/search?q=%22IIT+Madras%22,,%22IIT+Madras%22,,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
20,playstore,http://twitter.com/search?q=playstore,,playstore,,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
21,Gerard Houllier,http://twitter.com/search?q=%22Gerard+Houllier%22,,%22Gerard+Houllier%22,91246.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
22,Bayern,http://twitter.com/search?q=Bayern,,Bayern,62173.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
23,Atletico,http://twitter.com/search?q=Atletico,,Atletico,68743.0,India,IN,2020-12-14T16:28:15Z,2020-12-13T20:54:10Z
