,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,#IndiaAt75,http://twitter.com/search?q=%23IndiaAt75,,%23IndiaAt75,233748.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
1,#IndependenceDay,http://twitter.com/search?q=%23IndependenceDay,,%23IndependenceDay,417942.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
2,Jai Hind,http://twitter.com/search?q=%22Jai+Hind%22,,%22Jai+Hind%22,130368.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
3,#FreeDOMDay,http://twitter.com/search?q=%23FreeDOMDay,,%23FreeDOMDay,11491.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
4,#DominosPizza,http://twitter.com/search?q=%23DominosPizza,,%23DominosPizza,,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
5,#स्वतंत्रतादिवस,http://twitter.com/search?q=%23%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%A4%E0%A4%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%A4%E0%A4%BE%E0%A4%A6%E0%A4%BF%E0%A4%B5%E0%A4%B8,,%23%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%A4%E0%A4%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%A4%E0%A4%BE%E0%A4%A6%E0%A4%BF%E0%A4%B5%E0%A4%B8,129527.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
6,Indian Idol 2020,http://twitter.com/search?q=%22Indian+Idol+2020%22,,%22Indian+Idol+2020%22,,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
7,Indians,http://twitter.com/search?q=Indians,,Indians,76709.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
8,National Flag,http://twitter.com/search?q=%22National+Flag%22,,%22National+Flag%22,45068.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
9,Red Fort,http://twitter.com/search?q=%22Red+Fort%22,,%22Red+Fort%22,51488.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
10,Burhan Wani,http://twitter.com/search?q=%22Burhan+Wani%22,,%22Burhan+Wani%22,,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
11,अनमोल समय,http://twitter.com/search?q=%22%E0%A4%85%E0%A4%A8%E0%A4%AE%E0%A5%8B%E0%A4%B2+%E0%A4%B8%E0%A4%AE%E0%A4%AF%22,,%22%E0%A4%85%E0%A4%A8%E0%A4%AE%E0%A5%8B%E0%A4%B2+%E0%A4%B8%E0%A4%AE%E0%A4%AF%22,,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
12,sainik,http://twitter.com/search?q=sainik,,sainik,,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
13,South Korea,http://twitter.com/search?q=%22South+Korea%22,,%22South+Korea%22,48159.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
14,May the Indian,http://twitter.com/search?q=%22May+the+Indian%22,,%22May+the+Indian%22,,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
15,Celebrating 75,http://twitter.com/search?q=%22Celebrating+75%22,,%22Celebrating+75%22,,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
16,#15august,http://twitter.com/search?q=%2315august,,%2315august,60902.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
17,#PermissionToDance8thWin,http://twitter.com/search?q=%23PermissionToDance8thWin,,%23PermissionToDance8thWin,47190.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
18,#यह_आज़ादी_झूठी_है,http://twitter.com/search?q=%23%E0%A4%AF%E0%A4%B9_%E0%A4%86%E0%A4%9C%E0%A4%BC%E0%A4%BE%E0%A4%A6%E0%A5%80_%E0%A4%9D%E0%A5%82%E0%A4%A0%E0%A5%80_%E0%A4%B9%E0%A5%88,,%23%E0%A4%AF%E0%A4%B9_%E0%A4%86%E0%A4%9C%E0%A4%BC%E0%A4%BE%E0%A4%A6%E0%A5%80_%E0%A4%9D%E0%A5%82%E0%A4%A0%E0%A5%80_%E0%A4%B9%E0%A5%88,124920.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
19,#GlimpseOfBheemlaNayak,http://twitter.com/search?q=%23GlimpseOfBheemlaNayak,,%23GlimpseOfBheemlaNayak,323444.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
20,#स्‍वतंत्रता_दिवस_2021,http://twitter.com/search?q=%23%E0%A4%B8%E0%A5%8D%E2%80%8D%E0%A4%B5%E0%A4%A4%E0%A4%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A4%BF%E0%A4%B5%E0%A4%B8_2021,,%23%E0%A4%B8%E0%A5%8D%E2%80%8D%E0%A4%B5%E0%A4%A4%E0%A4%82%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%A4%E0%A4%BE_%E0%A4%A6%E0%A4%BF%E0%A4%B5%E0%A4%B8_2021,,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
21,#IndianFlag,http://twitter.com/search?q=%23IndianFlag,,%23IndianFlag,,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
22,#IndianArmy,http://twitter.com/search?q=%23IndianArmy,,%23IndianArmy,23178.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
23,#DoctorSKArrivalSoon,http://twitter.com/search?q=%23DoctorSKArrivalSoon,,%23DoctorSKArrivalSoon,26717.0,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
24,#FlagshipKiller2021,http://twitter.com/search?q=%23FlagshipKiller2021,,%23FlagshipKiller2021,,India,IN,2021-08-15T08:15:58Z,2021-08-13T05:41:59Z
