,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,#LIVTOT,http://twitter.com/search?q=%23LIVTOT,,%23LIVTOT,58829.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
1,#YNWA,http://twitter.com/search?q=%23YNWA,,%23YNWA,16762.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
2,Curtis Jones,http://twitter.com/search?q=%22Curtis+Jones%22,,%22Curtis+Jones%22,13956.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
3,Mourinho,http://twitter.com/search?q=Mourinho,,Mourinho,54015.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
4,Pedri,http://twitter.com/search?q=Pedri,,Pedri,26080.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
5,Bobby,http://twitter.com/search?q=Bobby,,Bobby,91617.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
6,Spurs,http://twitter.com/search?q=Spurs,,Spurs,74413.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
7,Liverpool,http://twitter.com/search?q=Liverpool,,Liverpool,140928.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
8,Griezmann,http://twitter.com/search?q=Griezmann,,Griezmann,26995.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
9,Alba,http://twitter.com/search?q=Alba,,Alba,73382.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
10,Anfield,http://twitter.com/search?q=Anfield,,Anfield,22911.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
11,#LFCTOT,http://twitter.com/search?q=%23LFCTOT,,%23LFCTOT,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
12,#BarcaRealSociedad,http://twitter.com/search?q=%23BarcaRealSociedad,,%23BarcaRealSociedad,15670.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
13,Klopp,http://twitter.com/search?q=Klopp,,Klopp,30009.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
14,#thursdaymotivation,http://twitter.com/search?q=%23thursdaymotivation,,%23thursdaymotivation,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
15,Arsenal,http://twitter.com/search?q=Arsenal,,Arsenal,209822.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
16,Araujo,http://twitter.com/search?q=Araujo,,Araujo,20295.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
17,Mane,http://twitter.com/search?q=Mane,,Mane,54747.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
18,Tottenham,http://twitter.com/search?q=Tottenham,,Tottenham,61196.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
19,Kane,http://twitter.com/search?q=Kane,,Kane,39855.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
20,Gini,http://twitter.com/search?q=Gini,,Gini,87428.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
21,Saka,http://twitter.com/search?q=Saka,,Saka,49095.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
22,Puig,http://twitter.com/search?q=Puig,,Puig,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
23,Hendo,http://twitter.com/search?q=Hendo,,Hendo,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
24,Messi,http://twitter.com/search?q=Messi,,Messi,63695.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
25,Walcott,http://twitter.com/search?q=Walcott,,Walcott,26472.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
26,Koeman,http://twitter.com/search?q=Koeman,,Koeman,11796.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
27,De Jong,http://twitter.com/search?q=%22De+Jong%22,,%22De+Jong%22,10677.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
28,Gabriel,http://twitter.com/search?q=Gabriel,,Gabriel,86872.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
29,Pjanic,http://twitter.com/search?q=Pjanic,,Pjanic,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
30,Barcelona,http://twitter.com/search?q=Barcelona,,Barcelona,69262.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
31,Aurier,http://twitter.com/search?q=Aurier,,Aurier,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
32,Arteta,http://twitter.com/search?q=Arteta,,Arteta,37656.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
33,Rhys Williams,http://twitter.com/search?q=%22Rhys+Williams%22,,%22Rhys+Williams%22,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
34,4EVER LITTLE MIX,http://twitter.com/search?q=%224EVER+LITTLE+MIX%22,,%224EVER+LITTLE+MIX%22,157092.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
35,Alena,http://twitter.com/search?q=Alena,,Alena,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
36,Lenglet,http://twitter.com/search?q=Lenglet,,Lenglet,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
37,Trent,http://twitter.com/search?q=Trent,,Trent,11291.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
38,Champions,http://twitter.com/search?q=Champions,,Champions,54978.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
39,Coutinho,http://twitter.com/search?q=Coutinho,,Coutinho,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
40,Leeds,http://twitter.com/search?q=Leeds,,Leeds,36776.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
41,Robertson,http://twitter.com/search?q=Robertson,,Robertson,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
42,Ronaldo,http://twitter.com/search?q=Ronaldo,,Ronaldo,41581.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
43,Southampton,http://twitter.com/search?q=Southampton,,Southampton,42975.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
44,Everton,http://twitter.com/search?q=Everton,,Everton,37051.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
45,Thiago,http://twitter.com/search?q=Thiago,,Thiago,22851.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
46,Juve,http://twitter.com/search?q=Juve,,Juve,19530.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
47,Palace,http://twitter.com/search?q=Palace,,Palace,24210.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
48,Busquets,http://twitter.com/search?q=Busquets,,Busquets,,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
49,RAHUL IS BACK,http://twitter.com/search?q=%22RAHUL+IS+BACK%22,,%22RAHUL+IS+BACK%22,150428.0,India,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
50,#LIVTOT,http://twitter.com/search?q=%23LIVTOT,,%23LIVTOT,58808.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
51,#YNWA,http://twitter.com/search?q=%23YNWA,,%23YNWA,16762.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
52,Curtis Jones,http://twitter.com/search?q=%22Curtis+Jones%22,,%22Curtis+Jones%22,13956.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
53,Mourinho,http://twitter.com/search?q=Mourinho,,Mourinho,54015.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
54,Pedri,http://twitter.com/search?q=Pedri,,Pedri,26058.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
55,Bobby,http://twitter.com/search?q=Bobby,,Bobby,91558.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
56,Spurs,http://twitter.com/search?q=Spurs,,Spurs,74432.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
57,Liverpool,http://twitter.com/search?q=Liverpool,,Liverpool,140881.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
58,Griezmann,http://twitter.com/search?q=Griezmann,,Griezmann,26977.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
59,Alba,http://twitter.com/search?q=Alba,,Alba,73382.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
60,Anfield,http://twitter.com/search?q=Anfield,,Anfield,22911.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
61,#LFCTOT,http://twitter.com/search?q=%23LFCTOT,,%23LFCTOT,,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
62,#BarcaRealSociedad,http://twitter.com/search?q=%23BarcaRealSociedad,,%23BarcaRealSociedad,15670.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
63,Klopp,http://twitter.com/search?q=Klopp,,Klopp,30009.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
64,#thursdaymotivation,http://twitter.com/search?q=%23thursdaymotivation,,%23thursdaymotivation,,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
65,Arsenal,http://twitter.com/search?q=Arsenal,,Arsenal,209783.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
66,Araujo,http://twitter.com/search?q=Araujo,,Araujo,20295.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
67,Mane,http://twitter.com/search?q=Mane,,Mane,54747.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
68,Tottenham,http://twitter.com/search?q=Tottenham,,Tottenham,61196.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
69,Kane,http://twitter.com/search?q=Kane,,Kane,39855.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
70,Gini,http://twitter.com/search?q=Gini,,Gini,87428.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
71,Saka,http://twitter.com/search?q=Saka,,Saka,49095.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
72,Puig,http://twitter.com/search?q=Puig,,Puig,,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
73,Hendo,http://twitter.com/search?q=Hendo,,Hendo,,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
74,Messi,http://twitter.com/search?q=Messi,,Messi,63665.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
75,Walcott,http://twitter.com/search?q=Walcott,,Walcott,26472.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
76,Koeman,http://twitter.com/search?q=Koeman,,Koeman,11796.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
77,de jong,http://twitter.com/search?q=%22de+jong%22,,%22de+jong%22,10677.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
78,Gabriel,http://twitter.com/search?q=Gabriel,,Gabriel,86872.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
79,Reds,http://twitter.com/search?q=Reds,,Reds,32186.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
80,Pjanic,http://twitter.com/search?q=Pjanic,,Pjanic,,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
81,Barcelona,http://twitter.com/search?q=Barcelona,,Barcelona,69220.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
82,Aurier,http://twitter.com/search?q=Aurier,,Aurier,,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
83,Arteta,http://twitter.com/search?q=Arteta,,Arteta,37666.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
84,Rhys Williams,http://twitter.com/search?q=%22Rhys+Williams%22,,%22Rhys+Williams%22,,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
85,4EVER LITTLE MIX,http://twitter.com/search?q=%224EVER+LITTLE+MIX%22,,%224EVER+LITTLE+MIX%22,157064.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
86,Alena,http://twitter.com/search?q=Alena,,Alena,,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
87,Lenglet,http://twitter.com/search?q=Lenglet,,Lenglet,,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
88,Trent,http://twitter.com/search?q=Trent,,Trent,11280.0,Mumbai,IN,2020-12-17T00:40:14Z,2020-12-10T01:03:19Z
