,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,#HappyRakshaBandhan,http://twitter.com/search?q=%23HappyRakshaBandhan,,%23HappyRakshaBandhan,,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
1,#BoycottIPL,http://twitter.com/search?q=%23BoycottIPL,,%23BoycottIPL,,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
2,#MondayMotivaton,http://twitter.com/search?q=%23MondayMotivaton,,%23MondayMotivaton,,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
3,#TahirHussain,http://twitter.com/search?q=%23TahirHussain,,%23TahirHussain,10468.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
4,#BTS_Dynamite,http://twitter.com/search?q=%23BTS_Dynamite,,%23BTS_Dynamite,1629382.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
5,bihar ips,http://twitter.com/search?q=%22bihar+ips%22,,%22bihar+ips%22,13217.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
6,Ankit Sharma,http://twitter.com/search?q=%22Ankit+Sharma%22,,%22Ankit+Sharma%22,10617.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
7,Doug,http://twitter.com/search?q=Doug,,Doug,227430.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
8,AIIMS,http://twitter.com/search?q=AIIMS,,AIIMS,10957.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
9,Medanta,http://twitter.com/search?q=Medanta,,Medanta,,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
10,Breaking Bad,http://twitter.com/search?q=%22Breaking+Bad%22,,%22Breaking+Bad%22,,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
11,Get Well Soon Sir,http://twitter.com/search?q=%22Get+Well+Soon+Sir%22,,%22Get+Well+Soon+Sir%22,35368.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
12,#IndiaScreamsCBI4SSR,http://twitter.com/search?q=%23IndiaScreamsCBI4SSR,,%23IndiaScreamsCBI4SSR,560350.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
13,#SushantMysteryDeepens,http://twitter.com/search?q=%23SushantMysteryDeepens,,%23SushantMysteryDeepens,17163.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
14,#Anti_National_IPL,http://twitter.com/search?q=%23Anti_National_IPL,,%23Anti_National_IPL,12387.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
15,#SpaceXDragon,http://twitter.com/search?q=%23SpaceXDragon,,%23SpaceXDragon,,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
16,#splashdown,http://twitter.com/search?q=%23splashdown,,%23splashdown,31431.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
17,#IPL2020,http://twitter.com/search?q=%23IPL2020,,%23IPL2020,20895.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
18,#BTSARMY,http://twitter.com/search?q=%23BTSARMY,,%23BTSARMY,314969.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
19,#DelhiRiots,http://twitter.com/search?q=%23DelhiRiots,,%23DelhiRiots,11818.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
20,#launchamerica,http://twitter.com/search?q=%23launchamerica,,%23launchamerica,75410.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
21,#BSYediyurappa,http://twitter.com/search?q=%23BSYediyurappa,,%23BSYediyurappa,,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
22,#BollywoodDarkSecrets,http://twitter.com/search?q=%23BollywoodDarkSecrets,,%23BollywoodDarkSecrets,82287.0,India,IN,2020-08-03T00:27:27Z,2020-08-03T00:23:41Z
