,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,#SOUMUN,http://twitter.com/search?q=%23SOUMUN,,%23SOUMUN,72980.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
1,Cavani,http://twitter.com/search?q=Cavani,,Cavani,118604.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
2,#BahrainGP,http://twitter.com/search?q=%23BahrainGP,,%23BahrainGP,252601.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
3,#MUFC,http://twitter.com/search?q=%23MUFC,,%23MUFC,75079.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
4,#FewHoursToIncarnationDay,http://twitter.com/search?q=%23FewHoursToIncarnationDay,,%23FewHoursToIncarnationDay,,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
5,#SaiMastanaJi,http://twitter.com/search?q=%23SaiMastanaJi,,%23SaiMastanaJi,,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
6,Rashford,http://twitter.com/search?q=Rashford,,Rashford,24575.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
7,Grosjean,http://twitter.com/search?q=Grosjean,,Grosjean,209866.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
8,Southampton,http://twitter.com/search?q=Southampton,,Southampton,53898.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
9,MURALIYA BY SHREYA GHOSHAL,http://twitter.com/search?q=%22MURALIYA+BY+SHREYA+GHOSHAL%22,,%22MURALIYA+BY+SHREYA+GHOSHAL%22,11458.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
10,El Matador,http://twitter.com/search?q=%22El+Matador%22,,%22El+Matador%22,20345.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
11,CROOKED PRADEEP EXPOSED,http://twitter.com/search?q=%22CROOKED+PRADEEP+EXPOSED%22,,%22CROOKED+PRADEEP+EXPOSED%22,,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
12,Fergie,http://twitter.com/search?q=Fergie,,Fergie,,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
13,Ward Prowse,http://twitter.com/search?q=%22Ward+Prowse%22,,%22Ward+Prowse%22,18469.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
14,Manchester United,http://twitter.com/search?q=%22Manchester+United%22,,%22Manchester+United%22,32215.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
15,tannie,http://twitter.com/search?q=tannie,,tannie,,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
16,Greenwood,http://twitter.com/search?q=Greenwood,,Greenwood,16920.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
17,Griezmann,http://twitter.com/search?q=Griezmann,,Griezmann,45595.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
18,Halo,http://twitter.com/search?q=Halo,,Halo,121494.0,India,IN,2020-11-29T16:18:41Z,2020-11-28T23:52:59Z
