,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,Rishabh Pant,http://twitter.com/search?q=%22Rishabh+Pant%22,,%22Rishabh+Pant%22,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
1,#HappyBirthdayRahulDravid,http://twitter.com/search?q=%23HappyBirthdayRahulDravid,,%23HappyBirthdayRahulDravid,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
2,#IdiotPM,http://twitter.com/search?q=%23IdiotPM,,%23IdiotPM,80223.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
3,#मेरा_पीएम_मेरा_अभिमान,http://twitter.com/search?q=%23%E0%A4%AE%E0%A5%87%E0%A4%B0%E0%A4%BE_%E0%A4%AA%E0%A5%80%E0%A4%8F%E0%A4%AE_%E0%A4%AE%E0%A5%87%E0%A4%B0%E0%A4%BE_%E0%A4%85%E0%A4%AD%E0%A4%BF%E0%A4%AE%E0%A4%BE%E0%A4%A8,,%23%E0%A4%AE%E0%A5%87%E0%A4%B0%E0%A4%BE_%E0%A4%AA%E0%A5%80%E0%A4%8F%E0%A4%AE_%E0%A4%AE%E0%A5%87%E0%A4%B0%E0%A4%BE_%E0%A4%85%E0%A4%AD%E0%A4%BF%E0%A4%AE%E0%A4%BE%E0%A4%A8,106149.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
4,Lyon,http://twitter.com/search?q=Lyon,,Lyon,25862.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
5,#MondayMorning,http://twitter.com/search?q=%23MondayMorning,,%23MondayMorning,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
6,proud to be sidheart,http://twitter.com/search?q=%22proud+to+be+sidheart%22,,%22proud+to+be+sidheart%22,102906.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
7,#AskMesut,http://twitter.com/search?q=%23AskMesut,,%23AskMesut,13375.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
8,Rahane,http://twitter.com/search?q=Rahane,,Rahane,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
9,The Wall,http://twitter.com/search?q=%22The+Wall%22,,%22The+Wall%22,88521.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
10,Ronaldo,http://twitter.com/search?q=Ronaldo,,Ronaldo,115252.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
11,Sharad Pawar,http://twitter.com/search?q=%22Sharad+Pawar%22,,%22Sharad+Pawar%22,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
12,Rubina,http://twitter.com/search?q=Rubina,,Rubina,1273912.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
13,Jammy,http://twitter.com/search?q=Jammy,,Jammy,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
14,Sana,http://twitter.com/search?q=Sana,,Sana,378420.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
15,Paine,http://twitter.com/search?q=Paine,,Paine,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
16,lana,http://twitter.com/search?q=lana,,lana,77732.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
17,mcgrath,http://twitter.com/search?q=mcgrath,,mcgrath,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
18,Reiner,http://twitter.com/search?q=Reiner,,Reiner,60329.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
19,Urdu,http://twitter.com/search?q=Urdu,,Urdu,40789.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
20,Arnold,http://twitter.com/search?q=Arnold,,Arnold,150425.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
21,ai 176,http://twitter.com/search?q=%22ai+176%22,,%22ai+176%22,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
22,Aussies,http://twitter.com/search?q=Aussies,,Aussies,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
23,Pujara,http://twitter.com/search?q=Pujara,,Pujara,12455.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
24,vihari,http://twitter.com/search?q=vihari,,vihari,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
25,My PM,http://twitter.com/search?q=%22My+PM%22,,%22My+PM%22,18943.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
26,Chile,http://twitter.com/search?q=Chile,,Chile,140315.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
27,best world leader only modi ji,http://twitter.com/search?q=%22best+world+leader+only+modi+ji%22,,%22best+world+leader+only+modi+ji%22,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
28,Corpse,http://twitter.com/search?q=Corpse,,Corpse,126333.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
29,Zoho,http://twitter.com/search?q=Zoho,,Zoho,,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
30,taylor swift,http://twitter.com/search?q=%22taylor+swift%22,,%22taylor+swift%22,67597.0,India,IN,2021-01-11T00:59:02Z,2020-12-22T04:24:33Z
