,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,#ThursdayThoughts,http://twitter.com/search?q=%23ThursdayThoughts,,%23ThursdayThoughts,,India,IN,2021-06-10T00:51:20Z,2021-05-28T03:51:49Z
1,#रामगढ़बाँध_में_पानी_लाओ,http://twitter.com/search?q=%23%E0%A4%B0%E0%A4%BE%E0%A4%AE%E0%A4%97%E0%A4%A2%E0%A4%BC%E0%A4%AC%E0%A4%BE%E0%A4%81%E0%A4%A7_%E0%A4%AE%E0%A5%87%E0%A4%82_%E0%A4%AA%E0%A4%BE%E0%A4%A8%E0%A5%80_%E0%A4%B2%E0%A4%BE%E0%A4%93,,%23%E0%A4%B0%E0%A4%BE%E0%A4%AE%E0%A4%97%E0%A4%A2%E0%A4%BC%E0%A4%AC%E0%A4%BE%E0%A4%81%E0%A4%A7_%E0%A4%AE%E0%A5%87%E0%A4%82_%E0%A4%AA%E0%A4%BE%E0%A4%A8%E0%A5%80_%E0%A4%B2%E0%A4%BE%E0%A4%93,,India,IN,2021-06-10T00:51:20Z,2021-05-28T03:51:49Z
2,Sushant Se Raabta,http://twitter.com/search?q=%22Sushant+Se+Raabta%22,,%22Sushant+Se+Raabta%22,109557.0,India,IN,2021-06-10T00:51:20Z,2021-05-28T03:51:49Z
3,#thursdaymorning,http://twitter.com/search?q=%23thursdaymorning,,%23thursdaymorning,,India,IN,2021-06-10T00:51:20Z,2021-05-28T03:51:49Z
4,#ThursdayMotivation,http://twitter.com/search?q=%23ThursdayMotivation,,%23ThursdayMotivation,,India,IN,2021-06-10T00:51:20Z,2021-05-28T03:51:49Z
5,#HappyBirthdayNBK,http://twitter.com/search?q=%23HappyBirthdayNBK,,%23HappyBirthdayNBK,109605.0,India,IN,2021-06-10T00:51:20Z,2021-05-28T03:51:49Z
6,श्री हरि,http://twitter.com/search?q=%22%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80+%E0%A4%B9%E0%A4%B0%E0%A4%BF%22,,%22%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80+%E0%A4%B9%E0%A4%B0%E0%A4%BF%22,,India,IN,2021-06-10T00:51:20Z,2021-05-28T03:51:49Z
7,Djokovic,http://twitter.com/search?q=Djokovic,,Djokovic,25697.0,India,IN,2021-06-10T00:51:20Z,2021-05-28T03:51:49Z
8,Bruno Fernandes,http://twitter.com/search?q=%22Bruno+Fernandes%22,,%22Bruno+Fernandes%22,19498.0,India,IN,2021-06-10T00:51:20Z,2021-05-28T03:51:49Z
9,Ronaldo,http://twitter.com/search?q=Ronaldo,,Ronaldo,82595.0,India,IN,2021-06-10T00:51:20Z,2021-05-28T03:51:49Z
