,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,#RCBvMI,http://twitter.com/search?q=%23RCBvMI,,%23RCBvMI,62586.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
1,#MIvsRCB,http://twitter.com/search?q=%23MIvsRCB,,%23MIvsRCB,10478.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
2,#ABDevilliers,http://twitter.com/search?q=%23ABDevilliers,,%23ABDevilliers,,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
3,Finch,http://twitter.com/search?q=Finch,,Finch,12740.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
4,#SushantJusticeNow,http://twitter.com/search?q=%23SushantJusticeNow,,%23SushantJusticeNow,12955.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
5,#nuvocomeetgreet,http://twitter.com/search?q=%23nuvocomeetgreet,,%23nuvocomeetgreet,,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
6,LOVESICK GIRLS OUT THIS FRIDAY,http://twitter.com/search?q=%22LOVESICK+GIRLS+OUT+THIS+FRIDAY%22,,%22LOVESICK+GIRLS+OUT+THIS+FRIDAY%22,189185.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
7,pattinson,http://twitter.com/search?q=pattinson,,pattinson,10500.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
8,YEONJUN,http://twitter.com/search?q=YEONJUN,,YEONJUN,135244.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
9,Zampa,http://twitter.com/search?q=Zampa,,Zampa,,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
10,Bhagat Singh,http://twitter.com/search?q=%22Bhagat+Singh%22,,%22Bhagat+Singh%22,109462.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
11,Marxist,http://twitter.com/search?q=Marxist,,Marxist,29261.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
12,Udana,http://twitter.com/search?q=Udana,,Udana,,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
13,Jason,http://twitter.com/search?q=Jason,,Jason,134809.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
14,Atheist,http://twitter.com/search?q=Atheist,,Atheist,31744.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
15,denmark,http://twitter.com/search?q=denmark,,denmark,15940.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
16,UP Police,http://twitter.com/search?q=%22UP+Police%22,,%22UP+Police%22,14823.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
17,JIN WORLDWIDE HANDSOME,http://twitter.com/search?q=%22JIN+WORLDWIDE+HANDSOME%22,,%22JIN+WORLDWIDE+HANDSOME%22,64515.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
18,#AddJoyToYourLife,http://twitter.com/search?q=%23AddJoyToYourLife,,%23AddJoyToYourLife,12602.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
19,#RealJournalism,http://twitter.com/search?q=%23RealJournalism,,%23RealJournalism,,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
20,#ReleasePrashantKanojia,http://twitter.com/search?q=%23ReleasePrashantKanojia,,%23ReleasePrashantKanojia,54630.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
21,#चाय_नहीं_न्याय_चाहिए,http://twitter.com/search?q=%23%E0%A4%9A%E0%A4%BE%E0%A4%AF_%E0%A4%A8%E0%A4%B9%E0%A5%80%E0%A4%82_%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF_%E0%A4%9A%E0%A4%BE%E0%A4%B9%E0%A4%BF%E0%A4%8F,,%23%E0%A4%9A%E0%A4%BE%E0%A4%AF_%E0%A4%A8%E0%A4%B9%E0%A5%80%E0%A4%82_%E0%A4%A8%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AF_%E0%A4%9A%E0%A4%BE%E0%A4%B9%E0%A4%BF%E0%A4%8F,20268.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
22,#BBGOATSidharthShukla,http://twitter.com/search?q=%23BBGOATSidharthShukla,,%23BBGOATSidharthShukla,93810.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
23,#SushantSinhaBesharamHai,http://twitter.com/search?q=%23SushantSinhaBesharamHai,,%23SushantSinhaBesharamHai,,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
24,#MahaCricketAbhimani,http://twitter.com/search?q=%23MahaCricketAbhimani,,%23MahaCricketAbhimani,,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
25,#नरेश_मीणा_को_रिहा_करो,http://twitter.com/search?q=%23%E0%A4%A8%E0%A4%B0%E0%A5%87%E0%A4%B6_%E0%A4%AE%E0%A5%80%E0%A4%A3%E0%A4%BE_%E0%A4%95%E0%A5%8B_%E0%A4%B0%E0%A4%BF%E0%A4%B9%E0%A4%BE_%E0%A4%95%E0%A4%B0%E0%A5%8B,,%23%E0%A4%A8%E0%A4%B0%E0%A5%87%E0%A4%B6_%E0%A4%AE%E0%A5%80%E0%A4%A3%E0%A4%BE_%E0%A4%95%E0%A5%8B_%E0%A4%B0%E0%A4%BF%E0%A4%B9%E0%A4%BE_%E0%A4%95%E0%A4%B0%E0%A5%8B,27554.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
26,#mahadebateonnewsnation,http://twitter.com/search?q=%23mahadebateonnewsnation,,%23mahadebateonnewsnation,35584.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
27,#MondayMotivation,http://twitter.com/search?q=%23MondayMotivation,,%23MondayMotivation,148272.0,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
28,#CBIBetraysJustice,http://twitter.com/search?q=%23CBIBetraysJustice,,%23CBIBetraysJustice,,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
29,#KBC12,http://twitter.com/search?q=%23KBC12,,%23KBC12,,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
30,#MumbaikarsVsBEST,http://twitter.com/search?q=%23MumbaikarsVsBEST,,%23MumbaikarsVsBEST,,India,IN,2020-09-28T16:14:22Z,2020-09-28T16:07:29Z
