,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,ARMY FOR BE TODAY,http://twitter.com/search?q=%22ARMY+FOR+BE+TODAY%22,,%22ARMY+FOR+BE+TODAY%22,20157.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
1,#BEselcaDay,http://twitter.com/search?q=%23BEselcaDay,,%23BEselcaDay,144587.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
2,#MiddleClassMelodies,http://twitter.com/search?q=%23MiddleClassMelodies,,%23MiddleClassMelodies,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
3,#FridayThoughts,http://twitter.com/search?q=%23FridayThoughts,,%23FridayThoughts,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
4,#fridayfeeling,http://twitter.com/search?q=%23fridayfeeling,,%23fridayfeeling,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
5,#ICAI_BE_TRANSPARENT,http://twitter.com/search?q=%23ICAI_BE_TRANSPARENT,,%23ICAI_BE_TRANSPARENT,16249.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
6,Tsitsipas,http://twitter.com/search?q=Tsitsipas,,Tsitsipas,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
7,Dynamite,http://twitter.com/search?q=Dynamite,,Dynamite,345541.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
8,Rudy,http://twitter.com/search?q=Rudy,,Rudy,617506.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
9,Misha,http://twitter.com/search?q=Misha,,Misha,11629.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
10,Ahmedabad,http://twitter.com/search?q=Ahmedabad,,Ahmedabad,10629.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
11,Buzzfeed,http://twitter.com/search?q=Buzzfeed,,Buzzfeed,22452.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
12,Bernie,http://twitter.com/search?q=Bernie,,Bernie,26781.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
13,Spotify,http://twitter.com/search?q=Spotify,,Spotify,642698.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
14,Klay,http://twitter.com/search?q=Klay,,Klay,154990.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
15,AHMED JAHOUH,http://twitter.com/search?q=%22AHMED+JAHOUH%22,,%22AHMED+JAHOUH%22,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
16,Nadal,http://twitter.com/search?q=Nadal,,Nadal,22202.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
17,लोक आस्था,http://twitter.com/search?q=%22%E0%A4%B2%E0%A5%8B%E0%A4%95+%E0%A4%86%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%22,,%22%E0%A4%B2%E0%A5%8B%E0%A4%95+%E0%A4%86%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%BE%22,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
18,Bhutan,http://twitter.com/search?q=Bhutan,,Bhutan,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
19,armaan,http://twitter.com/search?q=armaan,,armaan,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
20,Trisha,http://twitter.com/search?q=Trisha,,Trisha,20364.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
21,D-DAY,http://twitter.com/search?q=D-DAY,,D-DAY,56411.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
22,Kavita,http://twitter.com/search?q=Kavita,,Kavita,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
23,I'mma,http://twitter.com/search?q=I%27mma,,I%27mma,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
24,Dean,http://twitter.com/search?q=Dean,,Dean,84737.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
25,Neend,http://twitter.com/search?q=Neend,,Neend,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
26,Trump,http://twitter.com/search?q=Trump,,Trump,2167202.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
27,Monal,http://twitter.com/search?q=Monal,,Monal,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
28,Batman,http://twitter.com/search?q=Batman,,Batman,28637.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
29,Scott,http://twitter.com/search?q=Scott,,Scott,109340.0,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
30,Raat,http://twitter.com/search?q=Raat,,Raat,,India,IN,2020-11-20T00:30:23Z,2020-10-29T08:46:48Z
