,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,#CSKvsPBKS,http://twitter.com/search?q=%23CSKvsPBKS,,%23CSKvsPBKS,29025.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
1,#GetWellSoonJANASENANI,http://twitter.com/search?q=%23GetWellSoonJANASENANI,,%23GetWellSoonJANASENANI,104812.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
2,#WhistlePodu,http://twitter.com/search?q=%23WhistlePodu,,%23WhistlePodu,72774.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
3,Shahrukh Khan,http://twitter.com/search?q=%22Shahrukh+Khan%22,,%22Shahrukh+Khan%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
4,Deepak Chahar,http://twitter.com/search?q=%22Deepak+Chahar%22,,%22Deepak+Chahar%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
5,#Yellove,http://twitter.com/search?q=%23Yellove,,%23Yellove,51287.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
6,#CoronaSecondWave,http://twitter.com/search?q=%23CoronaSecondWave,,%23CoronaSecondWave,26252.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
7,NCB Challenge Rhea Bail,http://twitter.com/search?q=%22NCB+Challenge+Rhea+Bail%22,,%22NCB+Challenge+Rhea+Bail%22,11173.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
8,Hare Krishna,http://twitter.com/search?q=%22Hare+Krishna%22,,%22Hare+Krishna%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
9,Tiger Shroff On Roposo,http://twitter.com/search?q=%22Tiger+Shroff+On+Roposo%22,,%22Tiger+Shroff+On+Roposo%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
10,Bravo,http://twitter.com/search?q=Bravo,,Bravo,84010.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
11,WE LOVE YOU KATY,http://twitter.com/search?q=%22WE+LOVE+YOU+KATY%22,,%22WE+LOVE+YOU+KATY%22,41374.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
12,Wankhede,http://twitter.com/search?q=Wankhede,,Wankhede,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
13,Garu,http://twitter.com/search?q=Garu,,Garu,88797.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
14,Gayle,http://twitter.com/search?q=Gayle,,Gayle,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
15,Chennai Super Kings,http://twitter.com/search?q=%22Chennai+Super+Kings%22,,%22Chennai+Super+Kings%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
16,Punjab Kings,http://twitter.com/search?q=%22Punjab+Kings%22,,%22Punjab+Kings%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
17,Celine,http://twitter.com/search?q=Celine,,Celine,58199.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
18,Pooran,http://twitter.com/search?q=Pooran,,Pooran,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
19,SHINING THROUGH iHEART,http://twitter.com/search?q=%22SHINING+THROUGH+iHEART%22,,%22SHINING+THROUGH+iHEART%22,102171.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
20,Police Covered Up SSR Murder,http://twitter.com/search?q=%22Police+Covered+Up+SSR+Murder%22,,%22Police+Covered+Up+SSR+Murder%22,145854.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
21,Preity Zinta,http://twitter.com/search?q=%22Preity+Zinta%22,,%22Preity+Zinta%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
22,Mayank Agarwal,http://twitter.com/search?q=%22Mayank+Agarwal%22,,%22Mayank+Agarwal%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
23,Watto,http://twitter.com/search?q=Watto,,Watto,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
24,Krishna Krishna Hare Hare,http://twitter.com/search?q=%22Krishna+Krishna+Hare+Hare%22,,%22Krishna+Krishna+Hare+Hare%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
25,HINA X STEBINs BEDARD OUT NOW,http://twitter.com/search?q=%22HINA+X+STEBINs+BEDARD+OUT+NOW%22,,%22HINA+X+STEBINs+BEDARD+OUT+NOW%22,13885.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
26,Cherry,http://twitter.com/search?q=Cherry,,Cherry,85700.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
27,gautam gambhir,http://twitter.com/search?q=%22gautam+gambhir%22,,%22gautam+gambhir%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
28,sd 750g,http://twitter.com/search?q=%22sd+750g%22,,%22sd+750g%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
29,Match 8,http://twitter.com/search?q=%22Match+8%22,,%22Match+8%22,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
30,winwin,http://twitter.com/search?q=winwin,,winwin,333007.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
31,#jadeja,http://twitter.com/search?q=%23jadeja,,%23jadeja,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
32,#hbdchiyaanvikram,http://twitter.com/search?q=%23hbdchiyaanvikram,,%23hbdchiyaanvikram,34803.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
33,#DisasterReliefWorks,http://twitter.com/search?q=%23DisasterReliefWorks,,%23DisasterReliefWorks,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
34,#JusticeForSaraswathi,http://twitter.com/search?q=%23JusticeForSaraswathi,,%23JusticeForSaraswathi,22137.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
35,#TrueHumanityWarriors,http://twitter.com/search?q=%23TrueHumanityWarriors,,%23TrueHumanityWarriors,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
36,#COVID19ON,http://twitter.com/search?q=%23COVID19ON,,%23COVID19ON,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
37,#WhereIsPM,http://twitter.com/search?q=%23WhereIsPM,,%23WhereIsPM,95507.0,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
38,#ServingHumanityOnPriority,http://twitter.com/search?q=%23ServingHumanityOnPriority,,%23ServingHumanityOnPriority,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
39,#DisasterRecovery,http://twitter.com/search?q=%23DisasterRecovery,,%23DisasterRecovery,,India,IN,2021-04-16T16:06:21Z,2021-04-15T16:28:19Z
