,name,url,promoted_content,query,tweet_volume,location,country,as_of,created_at
0,#AUSvIND,http://twitter.com/search?q=%23AUSvIND,,%23AUSvIND,45656.0,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
1,Jadeja,http://twitter.com/search?q=Jadeja,,Jadeja,15240.0,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
2,#SpotifyWrapped,http://twitter.com/search?q=%23SpotifyWrapped,,%23SpotifyWrapped,122787.0,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
3,#SmokingSaves,http://twitter.com/search?q=%23SmokingSaves,,%23SmokingSaves,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
4,#Nattu,http://twitter.com/search?q=%23Nattu,,%23Nattu,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
5,#Natarajan,http://twitter.com/search?q=%23Natarajan,,%23Natarajan,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
6,HHM Pure,http://twitter.com/search?q=%22HHM+Pure%22,,%22HHM+Pure%22,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
7,Jaddu,http://twitter.com/search?q=Jaddu,,Jaddu,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
8,HBD Vivek Vijayvargiya,http://twitter.com/search?q=%22HBD+Vivek+Vijayvargiya%22,,%22HBD+Vivek+Vijayvargiya%22,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
9,Sanjay Manjrekar,http://twitter.com/search?q=%22Sanjay+Manjrekar%22,,%22Sanjay+Manjrekar%22,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
10,Schumacher,http://twitter.com/search?q=Schumacher,,Schumacher,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
11,Song TaleOf RisingRani,http://twitter.com/search?q=%22Song+TaleOf+RisingRani%22,,%22Song+TaleOf+RisingRani%22,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
12,Dhawan,http://twitter.com/search?q=Dhawan,,Dhawan,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
13,Labuschagne,http://twitter.com/search?q=Labuschagne,,Labuschagne,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
14,ODIs,http://twitter.com/search?q=ODIs,,ODIs,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
15,Iyer,http://twitter.com/search?q=Iyer,,Iyer,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
16,12000 ODI,http://twitter.com/search?q=%2212000+ODI%22,,%2212000+ODI%22,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
17,भारतीय जनता पार्टी,http://twitter.com/search?q=%22%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4%E0%A5%80%E0%A4%AF+%E0%A4%9C%E0%A4%A8%E0%A4%A4%E0%A4%BE+%E0%A4%AA%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%9F%E0%A5%80%22,,%22%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4%E0%A5%80%E0%A4%AF+%E0%A4%9C%E0%A4%A8%E0%A4%A4%E0%A4%BE+%E0%A4%AA%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%9F%E0%A5%80%22,16545.0,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
18,Gill,http://twitter.com/search?q=Gill,,Gill,37723.0,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
19,George Russell,http://twitter.com/search?q=%22George+Russell%22,,%22George+Russell%22,14194.0,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
20,National President,http://twitter.com/search?q=%22National+President%22,,%22National+President%22,15997.0,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
21,Black Swan,http://twitter.com/search?q=%22Black+Swan%22,,%22Black+Swan%22,47447.0,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
22,hazlewood,http://twitter.com/search?q=hazlewood,,hazlewood,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
23,Baat Badi Hai,http://twitter.com/search?q=%22Baat+Badi+Hai%22,,%22Baat+Badi+Hai%22,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
24,Bhopal Gas Tragedy,http://twitter.com/search?q=%22Bhopal+Gas+Tragedy%22,,%22Bhopal+Gas+Tragedy%22,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
25,Rs 4.99,http://twitter.com/search?q=%22Rs+4.99%22,,%22Rs+4.99%22,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
26,Manish Pandey,http://twitter.com/search?q=%22Manish+Pandey%22,,%22Manish+Pandey%22,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
27,hazelwood,http://twitter.com/search?q=hazelwood,,hazelwood,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
28,Mayank,http://twitter.com/search?q=Mayank,,Mayank,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
29,उत्तम स्वास्थ्य,http://twitter.com/search?q=%22%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%AE+%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A5%8D%E0%A4%AF%22,,%22%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%AE+%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A5%8D%E0%A4%AF%22,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
30,First Look,http://twitter.com/search?q=%22First+Look%22,,%22First+Look%22,39922.0,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
31,#vivoV20Pro,http://twitter.com/search?q=%23vivoV20Pro,,%23vivoV20Pro,10120.0,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
32,#NationalPollutionControlDay,http://twitter.com/search?q=%23NationalPollutionControlDay,,%23NationalPollutionControlDay,19484.0,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
33,#Slimmest5G,http://twitter.com/search?q=%23Slimmest5G,,%23Slimmest5G,,India,IN,2020-12-02T08:20:49Z,2020-12-01T01:31:05Z
